PC1,PC2,PC3,PC4,PC5,PC6,PC7,Label
0.6861655727068797,-0.668213801145138,-2.1811081743648684,-0.2158700617871976,1.7195770926141816,1.348633079388467,-0.5983917430792867,4
-1.901581885649979,1.4655947800695686,-1.066533494710562,0.9226809016446245,0.3162358770865774,-0.05904900261099059,0.17725637741819336,4
-1.5293316257277443,0.2974531777177644,-0.28264885131312384,-0.07543626960858676,5.77050329258526e-05,0.016219330497490914,0.16159280725837002,4
-2.4339141536245688,-0.30394854144243716,-0.8010708486472976,-0.34906663243530517,-0.7033591801870347,0.2304700520951054,0.11501522433838446,4
-0.017444212828501872,-0.041308398780066105,-1.1156812908443627,-0.3795556232465808,-0.13380213058152585,0.7080126020876166,0.47487180164387727,4
-0.9515501149918488,-1.6463649535095548,0.7331511584456656,-1.2214536694958196,-0.7448729438387021,-0.1774972808684073,0.8385467023359927,4
-1.667052908687787,0.06960617136731401,-2.393660925136554,-0.7683128780202928,-2.716190656014671,0.060284389586609664,0.6828006301899566,4
-0.6792121305869657,0.0022330844589572144,-0.27093570352536345,0.02382457782370978,-0.6492287639828312,0.49459648846667514,0.3881360842157547,4
-0.9828755676229237,1.436446417321176,-0.6087298070051683,0.29989597654664424,0.14461617118571718,-0.20757047399250575,0.30935352087332435,4
-0.4587399195471436,0.5835595913412369,-0.41894887879049125,0.18641847246239587,0.0020623695575382995,0.09601625335822797,0.7513484492684358,4
-0.39038775590622804,0.5741061040650722,-2.371725985819078,-0.5676115530363149,-1.2447744741967397,0.3194553491680208,0.6234306644350933,0
-0.3155460847097455,0.271999521841712,-0.40939187870231175,-0.3922367951963598,0.342929072951466,0.2828330249722745,0.9306945553672182,0
-0.49243266441198874,-0.11673995986896132,-1.6571289282664945,-0.93762507428484,-1.0525909566079836,0.5588761347826802,0.4098081900438096,0
0.22926953016521906,-0.4466992006366977,-0.7948621491433241,-0.9547041252908496,-2.6845090187061196,0.8002401694371659,0.7886722240966118,0
-1.1242632970188158,-1.1422099407858468,1.0445392044449757,-0.14191338763250744,0.03344486650645406,-0.7932823558407408,0.8093178578248668,0
-0.043576384713312655,-1.2589010295472631,0.4321363940706547,1.291900075996116,-0.5711781615298447,1.06865334697277,-0.08677498488110494,0
0.5383676682825768,0.34119523688394127,-0.28430771900832214,0.24076044725774545,0.6183505220890103,0.18317450454945286,0.09978979152081298,0
0.26492637409390546,-1.0679422792609852,0.17813986089538372,-0.2555930259872175,-0.6204279167113942,0.5601442960947945,0.01781415139058823,0
-0.40113806650345946,0.12123792731835985,-1.4793461751442527,-1.3901199688528314,-1.750344638256809,0.4533322559763565,0.6809684942382295,0
0.5817885442888411,0.529624703260456,-0.698215320615215,1.229156050652507,-0.79402930892915,1.0381711614521405,-0.31234548302038884,0
1.3314095260042185,-0.2441500176465613,-0.1507226777431341,0.8349195569914413,0.14750617096084304,1.376459197193568,0.4617941640652921,0
-0.22331767496031646,1.7636559209494138,-0.18191353895477438,1.3235440453638956,-0.4045659379145722,0.509237798806775,0.3593474037376609,0
-0.5760114783479041,-0.12328794009189456,-0.03222479988509159,0.04421489811200464,-1.2864468548093198,0.8563434378586808,-0.3683122731829799,0
-0.3027952517067618,0.6884153559698613,-1.49769131107328,-0.6506780086922653,-1.2508046904886854,0.8585856887286463,0.5779361154604206,0
0.4097109441991424,-0.10970248781594713,-0.9876584324989377,0.08844340060592532,-1.18000008408505,1.0694470399467457,-0.05782581144993871,0
0.3878665037354472,-0.3630046095226466,0.5071068967341614,-0.4963254377006089,0.06890029573367822,-0.07659348317360345,0.849886962686271,0
0.11320244630388765,0.8525143200456466,-2.291436350127438,-0.27111293764521593,-2.216812878983493,0.6652427648114579,0.7925642472909702,0
-1.5900319343531109,0.6985155057135235,-1.6223858536404807,-0.8939098953396597,-1.363666398390953,-0.10501071570203709,0.6968441198206502,0
0.21963456586273042,1.4213417347464412,-2.8607306572339852,-0.23827033239167458,-2.5492972965592906,-0.15819375090161938,0.8606621713841056,0
-0.7918628832536183,0.7910055478558652,-0.29302892473945996,0.5280725607642148,-0.9982414738294826,0.13516037331888658,0.09280264971616564,0
-0.6381542679147129,0.5504115497679722,-0.4175137973043132,0.3469372547908717,-1.2001280837562354,0.12851661787856003,0.3263516078863257,0
2.840886787048021,-0.0727475009683308,-2.5727692050499997,-0.2163433325286201,1.5482242040598977,2.6549202175384647,0.027283389907232235,0
-0.44491294746579296,1.0486570598372071,-1.7071733842308998,-0.6536263044222101,-1.4825844704175755,-0.14235987940394929,0.5666469627697562,0
0.051873365695793455,0.5807455541486989,-3.2160490448207955,-0.6020010508860655,-3.570419585162941,0.3573967250614383,0.8994847476782541,0
-0.4365970992982341,0.6956267024453124,-0.835576242113038,0.48643891533923234,-1.312337605157673,0.5725592138746728,0.7005468096317512,0
0.29773106996520476,0.8891757477762001,-1.3364740700951694,-0.25530731063675793,-0.6196756756336577,0.26749545019683896,1.1161222220581097,0
-0.34444925413719313,1.496011327270306,-1.5129712862789642,0.0031611395256336003,-0.7701237419405494,-0.18508752249904936,0.8714406919555941,0
-0.6903929089652731,1.3144027365794626,-0.6133000125234016,-0.14499695538265975,-0.8468632923441435,0.2616923216758657,0.04643571708115679,0
0.8817770047888713,0.49697815891774993,-0.6547575249111592,0.35153883665937447,-0.7904200881098226,1.2187454515406233,0.1277812422144387,0
0.19997162402085158,0.6981604582552686,0.1594619501540313,0.0895595191768733,0.3577433324276033,0.43312239435148714,0.38101434867180073,0
1.0874129415529992,0.27876547834293536,0.33748279484126437,0.547275555597501,-1.075869992147933,0.6198075074486761,0.7147914555157322,0
-0.004142671957591337,1.5922578938375935,-0.488022336974587,0.5221310282955266,0.0853532117860392,0.20000759512764946,0.6820873048377917,0
-0.5152617771129276,1.4731253158004434,-0.3439100870827984,0.728034412813562,-0.5705656376486616,-0.004367385882441587,0.6581598224519067,0
0.5874792652303663,1.0966781208685235,-0.6925767208068684,1.0013024856299677,-1.1183204989977917,-0.3235585109097627,0.31224195108803143,0
1.4354899476466056,-0.3213239553446415,-0.47696049763371173,0.6336838071423758,-0.30912827697211787,0.8648707491834686,0.06985333948908458,0
0.7030698931711162,0.7436836332116235,-1.1120879394453622,0.1493635287290151,-0.8037546711606054,0.3449251013394299,0.7696811160303684,0
-0.054339713555299936,1.2782174234202812,-2.9501654945194407,-0.25802381070342056,-2.314429082799445,-0.7615870593595053,0.5700004234160759,0
-0.02686190859446383,0.4371923931800237,-0.01893862240682869,0.5255573710921813,-1.1325592702608374,-0.3550678731414912,0.562763650527158,0
0.05150522135708887,-0.2313845400786439,0.43918248075967276,0.731773466083807,-1.0672578162763469,0.8152823309240577,0.17430435317490756,4
-0.09321641203545249,0.6517904501098851,-0.39285231884069827,0.8212558256116255,0.03218803427270139,0.8944371494749213,0.5540784174222632,4
0.04479407744667849,1.6820060442266547,-1.2333646657898334,0.7342515723770915,-0.5078364375644825,0.06409603649937617,0.5355976632040937,4
-0.4918912029805282,0.8111509455941314,-0.613854844327453,0.9552245509375531,0.8603133073715425,0.5491334843979603,0.45067522521176645,4
