HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_pNN50,HRV_pNN20,HRV_IQRNN,HRV_HTI,HRV_TINN,HRV_HFn,HRV_LnHF,ECG_R_Peaks_Count
768.157894736842,152.96081639024666,105.70828533529104,106.79741251534627,31.57894736842105,55.26315789473685,84.64285714285711,6.333333333333333,406.25,0.7068373049819072,-3.4310651751456405,39
780.4247104247104,98.92613020016117,117.12616025024464,118.77827353386826,24.324324324324326,48.64864864864865,84.28571428571433,12.333333333333334,398.4375,0.80823845365636,-1.8620329369881579,38
703.9721254355401,55.098716784866916,32.13809488530928,32.23702120805198,12.195121951219512,41.46341463414634,64.28571428571433,6.833333333333333,54.6875,0.9259787863774321,-4.135169037606994,42
747.1428571428571,56.760941775821486,26.91036160592324,26.970920367604425,7.6923076923076925,35.8974358974359,91.42857142857133,9.75,23.4375,0.966093637103561,-4.2620082059413855,40
793.2432432432433,76.07181879969114,42.77505365770451,43.3817476423742,16.216216216216218,54.054054054054056,105.71428571428567,6.166666666666667,39.0625,0.9215025647426845,-4.1871227506553765,38
801.8650793650793,52.68955168242541,42.352814935309844,42.968722297351555,19.444444444444446,66.66666666666666,71.78571428571422,9.0,117.1875,0.93805289011689,-2.4775426681808663,37
824.2857142857143,80.21729193615444,55.24310563579962,55.908182186409014,25.71428571428571,54.285714285714285,119.28571428571445,11.666666666666666,93.75,0.9324280226130647,-3.5780388015602185,36
931.8433179723502,94.2071776432584,68.74135690877698,69.91608857557549,38.70967741935484,80.64516129032258,142.1428571428571,10.333333333333334,265.625,0.9784452767569275,-3.123532770526354,32
957.5714285714286,70.9175314730584,80.29940454425463,81.4273676713869,53.333333333333336,83.33333333333334,95.71428571428578,10.0,250.0,0.9784739884728895,-2.0618782957475643,31
970.4285714285714,82.25118151956988,67.72725447924394,68.74713589727659,60.0,80.0,122.14285714285711,7.5,156.25,0.9519112968522526,-3.554733596627602,31
980.3940886699506,84.81749963121739,73.55210762747146,74.88961750800723,51.724137931034484,86.20689655172413,98.57142857142856,7.25,242.1875,0.9956811869685509,-2.32874274587251,30
869.5535714285713,103.91065533571405,55.842933122495474,56.591309017454044,34.375,71.875,158.92857142857144,10.666666666666666,78.125,0.9505140447784605,-5.0432372815533055,33
897.5892857142858,101.80752050351228,57.65096677174562,58.506801856764426,40.625,81.25,160.0,16.0,0.0,0.9747242003280223,-4.520414346209998,33
919.5852534562212,126.17997811591017,81.08196910710613,82.21990389657994,51.61290322580645,80.64516129032258,192.8571428571429,10.333333333333334,250.0,0.9732155890157892,-5.103319807726408,32
924.1935483870967,46.37313244510835,57.285536159324046,58.263558685523,38.70967741935484,83.87096774193549,73.57142857142856,10.333333333333334,46.875,0.9813214036221356,-2.349836722854879,32
966.0476190476189,68.49614435984803,58.28597990859979,59.31595423545313,36.666666666666664,63.33333333333333,83.57142857142867,10.0,39.0625,0.9859364464029997,-3.57800270699818,31
908.2142857142857,66.3652391225404,64.78607121165376,65.7336510569856,37.5,84.375,104.28571428571433,16.0,0.0,0.9750608655712225,-3.237963071631471,33
962.0476190476192,83.33198685283293,65.42396782909502,66.50221414189608,46.666666666666664,76.66666666666667,120.35714285714289,10.0,210.9375,0.9845702486664314,-2.8658882010459386,31
946.9523809523808,61.875147646831095,59.60283752201382,60.45444667392171,43.333333333333336,76.66666666666667,82.14285714285711,5.0,101.5625,0.9557258515736141,-2.4173545785607904,31
909.9553571428571,67.46953022090118,56.54468017264049,57.45032488014981,40.625,75.0,85.357142857143,10.666666666666666,210.9375,0.9951999803175384,-2.0700110354960013,33
881.6017316017316,87.61854766467565,42.728228732446226,43.40659214458466,27.27272727272727,57.57575757575758,154.28571428571433,11.0,39.0625,0.9730640355289063,-5.276916591304223,34
846.8067226890755,51.57274023530055,46.43306671544657,46.967690772484126,26.47058823529412,70.58823529411765,67.5,8.5,31.25,0.9756083556134363,-3.565587016693486,35
831.9591836734694,67.97012771077226,32.46847210252229,32.74721150014643,8.571428571428571,48.57142857142857,115.0,7.0,164.0625,0.935882963317816,-5.527697436220994,36
837.016806722689,73.96481441911604,55.97508059391574,56.73406265359848,23.52941176470588,55.88235294117647,93.92857142857144,17.0,46.875,0.9946558848076726,-3.6600297690396886,35
963.8916256157635,72.28254465072654,74.90178214121495,76.26135804318363,55.172413793103445,72.41379310344827,87.14285714285711,9.666666666666666,179.6875,0.9629609464808488,-3.5862913305316426,30
1012.7551020408163,70.43212755054923,87.89681643914102,89.57104591233377,67.85714285714286,78.57142857142857,107.85714285714278,7.0,148.4375,0.9724118760204602,-2.0546938795539993,29
1010.2463054187191,50.785475996911075,69.7439088952457,70.98172778773566,55.172413793103445,72.41379310344827,65.71428571428567,5.8,70.3125,0.9357937186278508,-2.313121144890092,30
892.4107142857143,103.83777131569416,60.65475530963876,61.11623521385248,43.75,87.5,166.42857142857144,10.666666666666666,218.75,0.9902533146312926,-4.075673182848832,33
876.7099567099566,78.67727030932853,58.674234688886514,59.25917942076251,39.39393939393939,69.6969696969697,117.14285714285711,8.25,156.25,0.997342929845978,-2.9940804882187693,34
866.3203463203463,53.57384554432253,38.03026453245051,38.50811923312982,18.181818181818183,66.66666666666666,91.42857142857144,8.25,54.6875,0.9777244149797126,-3.479718467697714,34
951.7972350230415,108.11619331721862,60.101388259742386,60.43956974060351,38.70967741935484,64.51612903225806,117.14285714285711,7.75,218.75,0.9572822610012257,-3.1477626324054317,32
949.7619047619048,71.3409150157867,48.15381173696882,48.85781983225853,26.666666666666668,76.66666666666667,68.21428571428578,6.0,187.5,0.9763128484490149,-2.8030450961985616,31
896.8663594470046,67.92594943098335,50.06458413922979,50.912135172847755,38.70967741935484,70.96774193548387,118.57142857142867,10.333333333333334,164.0625,0.9754866009677731,-3.79641680268384,32
882.3660714285714,98.72832592703827,84.71926299286356,85.89060206664428,43.75,71.875,152.1428571428571,16.0,0.0,0.9225273808907587,-2.7498469692089027,33
988.2266009852217,68.16488239052396,67.85875400879992,69.04699350721413,44.827586206896555,75.86206896551724,77.14285714285711,9.666666666666666,109.375,0.9758342809252432,-2.269828209555123,30
973.4761904761904,84.83347377961307,93.73964873653952,95.14403635840351,70.0,80.0,86.07142857142856,10.0,132.8125,0.9821442382471919,-2.1887288714678124,31
831.9747899159663,52.10357258909395,39.530328571017364,40.14083124095595,17.647058823529413,61.76470588235294,63.571428571428555,8.5,93.75,0.9494494843645362,-3.3248077279297963,35
913.7788018433179,97.71438901908824,73.25335775081376,74.45800722094997,45.16129032258064,80.64516129032258,127.85714285714289,10.333333333333334,226.5625,0.945335039827852,-4.1329618009883875,32
947.5115207373273,88.97218685025332,67.50812498340854,68.36842213137403,48.38709677419355,67.74193548387096,111.42857142857144,10.333333333333334,148.4375,0.9599968722503827,-4.471775103278985,32
962.0952380952381,50.601913014733384,55.51118722480785,56.46163258850352,30.0,73.33333333333333,66.42857142857156,7.5,117.1875,0.9910074469379162,-2.322087646489796,31
927.8801843317972,65.84549113716245,57.243958181622276,58.21449978301882,35.483870967741936,64.51612903225806,66.42857142857144,7.75,148.4375,0.9889238093503729,-3.2265422743740775,32
874.1991341991342,111.01051349475787,53.028799453019595,53.54867028110278,24.242424242424242,63.63636363636363,204.28571428571433,11.0,125.0,0.9592706972821669,-4.5181983638764605,34
939.6774193548388,67.85208971402764,62.09220705427332,62.872087341229644,35.483870967741936,70.96774193548387,81.42857142857144,10.333333333333334,148.4375,0.8629346695620387,-3.3157271922555847,32
937.0967741935485,77.15651014188316,65.29472689692646,66.39901703202845,48.38709677419355,77.41935483870968,113.57142857142856,10.333333333333334,85.9375,0.9824598796014642,-3.6711789891688746,32
742.2344322344322,87.99765331786782,39.8385571240623,39.73290217874376,10.256410256410255,43.58974358974359,67.85714285714266,7.8,62.5,0.9611727276953725,-4.522513035482974,40
769.3984962406015,55.05313241535057,32.70824074581441,32.857795677397355,10.526315789473683,55.26315789473685,61.78571428571411,9.5,78.125,0.977889088088016,-3.354323828600325,39
705.2961672473868,29.92719721093077,32.71319399301284,33.126602525339,9.75609756097561,43.90243902439025,35.71428571428578,6.833333333333333,39.0625,0.7354950077165084,-3.1779186356255678,42
747.2161172161171,47.52968287089234,49.55874033192116,50.19068351383466,33.33333333333333,56.41025641025641,67.142857142857,7.8,31.25,0.9460898810784159,-3.0024006058264487,40
800.8333333333333,97.06562055577426,64.77365839720213,65.69288236442293,47.22222222222222,77.77777777777779,134.6428571428571,7.2,156.25,0.9726587144996446,-3.8327442832367433,37
903.3482142857143,75.55771078880369,69.74891487142017,70.88601933771305,50.0,78.125,89.64285714285711,10.666666666666666,195.3125,0.9820737711423393,-2.5494617639244113,33
969.6059113300493,62.774640373420404,66.93737554534057,68.1644194506279,51.724137931034484,79.3103448275862,100.00000000000011,9.666666666666666,140.625,0.9661845692806117,-2.3421437756804058,30
912.1198156682026,52.0646784673685,56.09333815199458,57.01062286039618,38.70967741935484,70.96774193548387,67.14285714285722,7.75,156.25,0.8908097721273214,-2.357568069040955,32
