HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_pNN50,HRV_pNN20,HRV_IQRNN,HRV_HTI,HRV_TINN,HRV_HFn,HRV_LnHF,ECG_R_Peaks_Count,Label
628.3850931677018,51.77450558119377,22.791572616055362,23.03828833342784,4.3478260869565215,28.26086956521739,71.78571428571422,7.666666666666667,31.25,0.9841836501448982,-4.593602544772651,47,No Definido/Transitorio
639.1746031746031,38.680088515640946,22.529098891123265,22.786695841135707,4.444444444444445,24.444444444444443,45.714285714285666,4.5,23.4375,0.9492939980745062,-3.6770538392542966,46,No Definido/Transitorio
672.7242524916944,57.6717142390782,31.210592256460437,31.568481288773036,11.627906976744185,32.55813953488372,70.71428571428567,8.6,85.9375,0.9927899025527147,-3.631577276900516,44,No Definido/Transitorio
665.6168831168831,64.24354299863037,35.240714038751854,35.616540819906184,20.454545454545457,40.909090909090914,82.85714285714289,6.285714285714286,70.3125,0.8879301340848993,-4.909492493633636,45,Baseline
652.2077922077921,29.540789406703336,16.043072067620738,16.102902086316927,0.0,20.454545454545457,45.357142857142776,5.5,15.625,0.9885266401715169,-3.6911743845183027,45,Baseline
674.1860465116279,53.987180702080614,34.914166582960306,35.334549984710584,11.627906976744185,32.55813953488372,35.714285714285666,6.142857142857143,109.375,0.8388793548261119,-5.204360301460989,44,Baseline
727.8571428571429,66.99344298069114,45.94550044334059,46.49803496979434,15.0,67.5,83.21428571428578,8.0,101.5625,0.983013929928617,-3.033964785787116,41,Baseline
672.0930232558138,50.09645588120057,21.581089875936204,21.83810310355692,2.3255813953488373,25.581395348837212,64.28571428571433,10.75,78.125,0.9949140839935636,-4.317626184981547,44,Baseline
708.9895470383275,71.31723029523494,48.10331143932371,48.71610375475937,14.634146341463413,51.21951219512195,78.57142857142867,8.2,46.875,0.9486707439582865,-3.5655535841140926,42,Baseline
700.5923344947735,77.55509931375853,32.43281910506765,32.83147189563878,12.195121951219512,43.90243902439025,105.71428571428567,13.666666666666666,0.0,0.9800551137378302,-4.6558206789752665,42,Baseline
704.9128919860627,33.39016227550372,20.673605374575427,20.917438812335952,2.4390243902439024,24.390243902439025,55.71428571428578,6.833333333333333,54.6875,0.9896885541861075,-2.5570417233293097,42,Baseline
658.051948051948,47.83206156773651,24.069784637812578,23.666553823543968,2.272727272727273,20.454545454545457,71.07142857142867,8.8,226.5625,0.9632234336360103,-4.902174304113165,45,Baseline
696.4625850340136,41.58774910455823,19.5086482590152,19.672087848486395,2.380952380952381,28.57142857142857,48.928571428571445,5.25,109.375,0.985857146615146,-3.4798932385219836,43,Baseline
711.1498257839721,69.35138236501331,31.42938310640189,31.829588602787677,7.317073170731707,46.34146341463415,117.14285714285722,10.25,39.0625,0.9587889382681603,-4.611897527779551,42,Baseline
683.7209302325581,36.51901475620901,18.10105527691681,18.28521263000273,2.3255813953488373,18.6046511627907,57.85714285714312,6.142857142857143,93.75,0.9709165651142397,-4.040358188120325,44,Baseline
684.8979591836735,53.61788262972214,38.91638238990837,39.39471732492822,9.523809523809524,35.714285714285715,45.000000000000114,7.0,70.3125,0.970867681524119,-3.3838306917748775,43,Baseline
656.7857142857143,29.474313706785427,17.895971075381663,18.105768008434943,4.545454545454546,20.454545454545457,43.57142857142867,6.285714285714286,62.5,0.954782096636425,-2.8745898497519913,45,Baseline
672.3255813953488,27.66947646195557,14.446375490766318,14.603605928757768,0.0,20.930232558139537,36.42857142857156,4.777777777777778,31.25,0.9392732017108782,-3.8164113576323575,44,Baseline
653.2063492063492,19.149726320252956,11.297954893990402,11.409679341352094,0.0,6.666666666666667,21.428571428571445,4.5,78.125,0.9715015070809073,-3.891817505871519,46,Baseline
664.0259740259739,47.18187525284681,28.690780614404375,28.950499110359008,9.090909090909092,27.27272727272727,46.071428571428555,8.8,117.1875,0.9728655433583765,-3.7878922632943635,45,Baseline
678.9368770764121,37.02636497065723,19.593785333935408,19.806148884185145,2.3255813953488373,20.930232558139537,35.71428571428578,7.166666666666667,70.3125,0.9782383149371898,-2.964699123457614,44,Baseline
